Core Number,Internal Title,Vendor,Vendor's Title,Vendor SKU,Backup Vendor,Backup Vendor SKU,Restockable,Vendor Order Unit,Vendor Case Pack,MOQ (Pieces),Buffer Days,Minimum Level,Product URL,Note for Next Order,Case Pack (Pieces),Pieces Per Internal Box,Boxes per Case,Tags & Info,Tag 1,Tag 2,Tag 3,Tag 4,Hazmat,Active,Ignore Until,Notes
Core-0000,Don't Delete or Change (For Making New Cores),Vendor 16,,SKU 29009,Vendor 45,SKU 55883,,,,,14,0,,,,,,,,,,1,,,,
